country_abbr,country_name,cmpcode,acronym,party_orig,party_engl,year,mani_title
AT,Austria,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,1994,‘Die Erhard-Busek-Pläne für Österreich’
AT,Austria,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,1995,‘Der Schüssel-Ditz-Kurs’
AT,Austria,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,1999,‘Der Bessere Weg’
AT,Austria,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,2006,Kursbuch Zukunft
AT,Austria,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,2008,Neustart für Österreich
AT,Austria,42520,ÖVP,Österreichische Volkspartei,Austrian People’s Party,2013,Zukunftsweisend Österreich 2018: Das Programm der ÖVP zur Nationalratswahl 2013.
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1983,Wahlprogramm der SPÖ - Für Österreich und seine Menschen 
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1986,Vor uns liegt das neue Österreich
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1990,Das Österreich von morgen. 
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1994,Es geht um viel. Es geht um Österreich
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1995,Gewinnen. Für Österreich.
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,1999,Der richtige Weg für Österreich
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,2002,Faire Chancen für alle!
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs ,Austrian Social Democratic Party,2006,Den Wohlstand gerecht verteilen.
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,2008,Wahlmanifest der Sozialdemokratischen Partei Österreichs
AT,Austria,42320,SPÖ,Sozialdemokratische Partei Österreichs,Austrian Social Democratic Party,2013,111 Projekte für Österreich. SPÖ-Wahlprogramm 2013
AT,Austria,42001,,Österreichische Bundesregierung,Österreichische Bundesregierung,2013, Arbeitsprogramm der österreichischen Bundesregierung     
