country_abbr,country_name,cmpcode,acronym,party_orig,party_engl,year,mani_title
IE,Ireland,53110,Greens,Ecology Party/Green Party,Ecology Party/Green Party,2016,"Think ahead, act now"
IE,Ireland,53110,Greens,Ecology Party/Green Party,Ecology Party/Green Party,1987,A green Manifesto for a simply better Ireland
IE,Ireland,53110,Greens,Ecology Party/Green Party,Ecology Party/Green Party,1989,Green Party Manifesto
IE,Ireland,53110,Greens,Ecology Party/Green Party,Ecology Party/Green Party,1997,Manifesto
IE,Ireland,53110,Greens,Ecology Party/Green Party,Ecology Party/Green Party,2002,"When you have cut down the last tree and polluted the last river, you will know that you cannot eat money"
IE,Ireland,53110,Greens,Ecology Party/Green Party,Ecology Party/Green Party,2007,The Green Party in Government......it’s time
IE,Ireland,53202,Ind,Independent Alliance,Independent Alliance,2016,Charter for Government 2016
IE,Ireland,53203,Left,United Left Alliance,United Left Alliance,2011,Candidate pledge and Programme for the 2011 General Election
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,2011,"One Ireland - Jobs, Reform, Fairness"
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,2016,Standing Up for Ireland's future
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,1981,Labour ‘81: Election Programme
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,1982,Labour Feb '82 Manifesto
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,1982,Labour Nov '82 Manifesto
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,1987,Labour 87 Manifesto
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,1989,"Now More than Ever! Labour’s Policy Proposals, Election ‘89"
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,1992,‘Making Ireland Work. A Two-Part Programme to Put Justice into Economics and Trust into Politics’
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,1997,‘Visions and Challenges’
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,2002,"Our values, our pledges"
IE,Ireland,53320,LP,Páirti Lucht Oibre,Labour Party,2007,The Fair Society - Labour Manifesto 2007
IE,Ireland,53206,PBP,People Before Profit,People Before Profit,2016,Share the Wealth - An Alternative Vision for Ireland
IE,Ireland,53420,PD,Progressive Democrats,Progressive Democrats,1987,"A Nation that Works. Progressive Democrats Blueprint for Jobs, Fair Taxation and Social Justice"
IE,Ireland,53420,PD,Progressive Democrats,Progressive Democrats,1989,‘Putting People First. Forcing Real Change’. 
IE,Ireland,53420,PD,Progressive Democrats,Progressive Democrats,1992,‘Getting the Nation Working’
IE,Ireland,53420,PD,Progressive Democrats,Progressive Democrats,1997,‘A New Deal. Manifesto ‘97’
IE,Ireland,53420,PD,Progressive Democrats,Progressive Democrats,2002,Manifesto
IE,Ireland,53420,PD,Progressive Democrats,Progressive Democrats,2007,From Good to Great. Continuing Ireland’s Radical Transformation. General Election Manifesto 2007
IE,Ireland,53621,Ren,Renua,Renua (Renew),2016,Rewarding Work - Rebuilding Trust
IE,Ireland,53951,Sinn Fein,Sinn Fein,Sinn Fein (We Ourselves),2011,There is a better way
IE,Ireland,53951,Sinn Fein,Sinn Fein,Sinn Fein (We Ourselves),2016,For a fair recovery
IE,Ireland,53951,Sinn Fein,Sinn Fein,Sinn Fein (We Ourselves),1997,A New Opportunity For Peace
IE,Ireland,53951,Sinn Fein,Sinn Fein,Sinn Fein (We Ourselves),2007,Manifesto
IE,Ireland,53951,Sinn Fein,Sinn Fein ,Sinn Fein (We Ourselves),2002,‘Building an Ireland of Equals’
IE,Ireland,53321,Soc,Social Democrats,Social Democrats,2016,Building a Better Future
IE,Ireland,53220,Work,Workers Party,Workers Party,2011,Manifesto of The Workers Party
IE,Ireland,53220,Work,Workers Party,Workers Party,2016,Democratic - Secular - Socialist
IE,Ireland,53220,Work,Workers Party,Workers Party,1981,Estimate
IE,Ireland,53220,Work,Workers Party,Workers Party,1982,1,Estimate
IE,Ireland,53220,Work,Workers Party,Workers Party,1982,2,‘Workers Unite!’
IE,Ireland,53220,Work,Workers Party,Workers Party,1987,‘No Job? Over Taxed? Welfare Cut? Forced to Emigrate? Fight Back with the Workers’ Party’
IE,Ireland,53220,Work,Workers Party,Workers Party,1989,‘The Socialist Alternative’
